case:concept:name,concept_A_ACCEPTED,concept_A_ACTIVATED,concept_A_APPROVED,concept_A_CANCELLED,concept_A_DECLINED,concept_A_FINALIZED,concept_A_PARTLYSUBMITTED,concept_A_PREACCEPTED,concept_A_REGISTERED,concept_A_SUBMITTED,concept_O_ACCEPTED,concept_O_CANCELLED,concept_O_CREATED,concept_O_DECLINED,concept_O_SELECTED,concept_O_SENT,concept_O_SENT_BACK,concept_W_Afhandelen leads,concept_W_Beoordelen fraude,concept_W_Completeren aanvraag,concept_W_Nabellen incomplete dossiers,concept_W_Nabellen offertes,concept_W_Valideren aanvraag,concept_W_Wijzigen contractgegevens
210191,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0
210194,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210197,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,11,0,5,5,0
210200,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,11,3,0
210203,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0
210206,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,7,18,12,8,0
210209,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0
210212,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210215,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210218,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0,0,5,0,12,0,0
210221,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
210224,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9,0,3,0,0
210227,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210230,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210233,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
210236,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0
210239,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210242,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210245,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210248,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,6,3,0
210251,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,9,10,8,8,0
210254,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,11,0,3,0,0
210257,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,9,0,9,0,0
210260,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
210263,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210266,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,3,0,0
210269,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,7,0,0
210272,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,3,0,3,11,6,5,0
210275,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210278,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210281,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210284,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210287,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,6,7,0
210290,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210293,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,3,0,5,0,7,0,0
210296,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
210299,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,11,0,0,0,0
210302,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
210305,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,5,0,3,0,11,0,0
210308,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,2,0,0,5,30,9,15,0
210311,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
210314,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210317,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210320,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0
210323,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210326,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
210329,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,26,7,8,0
210332,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0,0,9,0,14,0,0
210335,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210338,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,9,0,5,0,0,0,0
210341,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,5,0,11,0,0
210344,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,11,3,0
210347,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,3,0
210350,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210353,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210356,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210359,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210362,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,5,0,0
210365,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,13,3,0
210368,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210371,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
210374,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210377,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210380,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210383,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210386,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,5,0
210389,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210392,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
210395,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210398,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,3,0,3,3,0
210401,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,3,3,12,7,0
210404,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210407,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
210410,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210413,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210416,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,5,23,11,3,0
210419,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210422,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,7,0,7,3,0
210425,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0
210428,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210431,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210434,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210437,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210440,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210443,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210446,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
210449,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210452,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0
210455,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210458,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210461,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210464,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210467,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,9,3,0
210470,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210473,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0
210476,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,7,5,6,0
210479,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210482,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210485,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210488,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210491,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210494,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,17,0,3,0,0
210497,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,3,9,11,8,0
210500,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210503,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210506,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210509,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,9,5,8,0
210512,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,20,0,0,0,0,0
210513,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8,18,0,0,0,0,0
210518,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,3,3,0
210521,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,7,0,5,3,0
210524,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210527,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210530,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210533,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
210536,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210539,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0,0,3,0,18,0,0
210542,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210545,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210548,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210551,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210554,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,21,0,0,0,0
210557,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,3,0,7,0,0
210560,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210563,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
210566,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,3,0
210569,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210572,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,1,0,0,3,15,3,3,0
210575,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,29,0,0,0,0
210578,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
210581,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,5,0,5,0,5,3,0
210584,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,3,0,7,0,0
210587,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,31,3,8,0
210590,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,19,0,0,0,0
210593,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,7,21,5,20,0
210596,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0
210599,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
210602,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,5,0,3,0,0
210605,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0
210608,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210611,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,1,0,0,3,0,12,1,0
210614,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0
210617,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,5,0,5,3,0
210620,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210623,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210626,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,3,0,9,1,0
210629,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,3,8,9,12,0
210632,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,3,0,0
210635,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210638,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
210641,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210644,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210647,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210650,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
210653,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,5,3,7,3,0
210656,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210659,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,0,3,3,0
210662,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0,0,3,0,8,0,0
210665,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210668,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,3,3,0
210671,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,3,31,5,11,0
210674,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210677,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210680,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
210683,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,5,3,0
210686,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
210689,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,17,0,5,5,0
210692,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
210695,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210698,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210701,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,9,0,9,1,0
210704,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,11,18,17,9,0
210707,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210710,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,7,0,9,0,0
210713,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210716,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
210719,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,11,0,16,0,0
210722,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,3,0
210725,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,5,7,3,6,0
210728,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210731,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210734,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,3,0,3,0,11,0,0
210737,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,11,0,9,0,0
210740,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
210743,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210746,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210749,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
210752,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210755,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,3,0,0
210758,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,5,3,8,0
210761,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,15,0,7,0,0
210764,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210767,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
210770,1,0,0,0,0,1,1,1,0,1,0,2,3,0,3,3,0,0,0,9,0,15,0,0
210773,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210776,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210779,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210782,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0
210785,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210788,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
210791,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,7,3,0
210794,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,7,0,3,0,7,3,0
210797,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
210800,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,3,5,3,0
210803,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210806,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,3,3,8,0
210809,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0
210812,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0,0,9,0,10,0,0
210815,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,7,7,12,0
210818,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210821,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210824,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210827,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,9,3,0
210830,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,7,3,14,9,0
210833,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,3,0
210836,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,5,0,9,0,0
210839,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210842,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210845,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210848,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0,0,19,0,10,0,0
210851,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210854,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210857,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,9,0,0
210860,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,3,0,17,10,5,8,0
210863,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210866,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,5,0,21,0,0
210869,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210872,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,11,3,0
210875,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210878,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,3,0,5,0,0
210881,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
210884,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210887,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210890,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,0,5,9,14,6,0
210893,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210896,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210899,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210902,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210905,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210908,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210911,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,11,0,9,0,0
210914,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,3,3,0
210917,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
210920,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210923,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,15,7,3,10,0
210926,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0
210929,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210932,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
210935,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210938,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210941,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
210944,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210947,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
210950,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210957,1,0,0,0,0,1,1,1,0,1,0,1,2,0,2,2,1,0,0,5,12,8,8,0
210960,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0
210963,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0
210966,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,5,3,0
210969,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,5,3,0
210972,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,9,0,7,0,0
210975,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
210978,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210981,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210984,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,21,0,1,0,0
210987,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,23,9,10,0
210990,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210993,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210996,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
